reference_joconde,titre_joconde,artiste,musee,numero_inventaire,numero_planche,etat,fichier,licence,credit,auteur_image,source,raisons
M0537054754,Monsieur et Madame DENIS. 307 (titre inscrit),joseph-hussenot,musée de l'image,2010.5.15289 A,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537054769,"IL PLEUT, BERGÈRE. 309. (titre inscrit)",joseph-hussenot,musée de l'image,2010.5.15304 A,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537054753,Monsieur et Madame DENIS. 107 (titre inscrit),joseph-hussenot,musée de l'image,2010.5.15288 A,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537029902,LA MEUNIERE. 491 (titre inscrit),joseph-hussenot,musée de l'image,D 996.1.8413 B,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537054701,"L'AVARICE.  / 1. (titre inscrit, fr., all.)",joseph-hussenot,musée de l'image,2010.5.15237 A,,refusee,,,,,Wikimedia Commons,titre trop court ou trop commun pour être probant
M0537054832,JÉRUSALEM DÉLIVRÉE. Scènes de Chevalerie. (titre inscrit),joseph-hussenot,musée de l'image,2010.5.15367 B,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537055394,HISTOIRE DE CHARLES. 2 (titre inscrit),joseph-hussenot,musée de l'image,2010.5.15930 B,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537053467,SAINTS DIVERS. 13 (titre inscrit) ; planche de sainetés (titre factice),joseph-hussenot,musée de l'image,2010.5.14001 B,,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre sans numéro de planche : l'exemplaire visé serait indéterminé
M0537053468,SAINTS DIVERS. 13 (titre inscrit) ; planche de sainetés (titre factice),joseph-hussenot,musée de l'image,2010.5.14002 B,,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre sans numéro de planche : l'exemplaire visé serait indéterminé
M0537008550,MONSIEUR ET MADAME DENIS. 439 (titre inscrit),joseph-hussenot,musée de l'image,D 996.1.8418 B,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537054784,LE RENARD ET LES RAISINS. 519 (titre inscrit),joseph-hussenot,musée de l'image,2010.5.15319 B,,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537001338,JEU DE MARELLE FRANCO - BRITANNIQUE N° 1709 (titre inscrit),louis-morinet,musée de l'image,D 996.1.1253 B,30,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (30) : l'exemplaire visé serait indéterminé
M0537003059,Les 'PEPERES' ... En PERMISSION (titre inscrit),louis-morinet,musée de l'image,D 996.1.2970 B,152,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (152) : l'exemplaire visé serait indéterminé
M0537002211,INFANTERIE FRANÇAISE / EN AVANT ! ... CHARGEZ ! (titre inscrit),louis-morinet,musée de l'image,D 996.1.2123 B,150,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (150) : l'exemplaire visé serait indéterminé
M0537002273,INFANTERIE FRANÇAISE / SE PROTÉGEANT CONTRE GAZ SUFFOCANTS ET ASPHYXIANTS  (titre inscrit),louis-morinet,musée de l'image,D 996.1.2185 B,214,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (214) : l'exemplaire visé serait indéterminé
M0537002158,APPRENTIS SOLDATS / Les ÉCLAIREURS de FRANCE 'BOY=SCOUTS' (titre inscrit),louis-morinet,musée de l'image,D 996.1.2070 B,98,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (98) : l'exemplaire visé serait indéterminé
M0537002150,LA 'NOUBA' MUSIQUE INDIGÈNE DES TIRAILLEURS ALGÉRIENS (titre inscrit),louis-morinet,musée de l'image,D 996.1.2062 B,83,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (83) : l'exemplaire visé serait indéterminé
M0537004353,LES PETITS POILUS DE LA CLASSE 1935 / (ASPECT SIMPLE) (titre inscrit),louis-morinet,musée de l'image,D 996.1.4201 B,3,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (3) : l'exemplaire visé serait indéterminé
M0537015574,LE DOMINO / DES ALLIÉS (titre inscrit),louis-morinet,musée de l'image,2001.3.81 B,4,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (4) : l'exemplaire visé serait indéterminé
M0537014792,AUTOUR D'UN POSTE DE SECOURS / AMÉRICAIN (titre inscrit),louis-morinet,musée de l'image,2002.1.16 B,774,refusee,,,,,Wikimedia Commons,le musée conserve 6 notices de ce titre et de ce numéro (774) : l'exemplaire visé serait indéterminé
M0537004341,LES GAZ ASPHYXIANTS (titre inscrit),louis-morinet,musée de l'image,D 996.1.4189 B,11,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (11) : l'exemplaire visé serait indéterminé
M0537002213,La RELÈVE ou POILUS Retour des TRANCHÉES (titre inscrit),louis-morinet,musée de l'image,D 996.1.2125 B,153,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (153) : l'exemplaire visé serait indéterminé
M0537002451,"- GUERRE DE 1914 - CONTINGENTS HINDOUS / qui ont pris part, dans les Corps Anglais, aux combats du Nord (titre inscrit)",louis-morinet,musée de l'image,D 996.1.2363 B,599,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (599) : l'exemplaire visé serait indéterminé
M0537004336,LE KRONPRINZ / LE PANTIN / BOCHE (titre inscrit),louis-morinet,musée de l'image,D 996.1.4184 B,8,refusee,,,,,Wikimedia Commons,le musée conserve 4 notices de ce titre et de ce numéro (8) : l'exemplaire visé serait indéterminé
M0537004496,LE CARROUSEL DES PETITS ALLIÉS (titre inscrit),louis-morinet,musée de l'image,D 996.1.4349 B,10,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (10) : l'exemplaire visé serait indéterminé
M0537004516,Le POILU-TYPE (titre inscrit),louis-morinet,musée de l'image,D 996.1.4369 B,17,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (17) : l'exemplaire visé serait indéterminé
M0537004348,POUPÉES à HABILLER / - COSTUMES DES ALLIÉS de la GRANDE GUERRE -. (titre inscrit),louis-morinet,musée de l'image,D 996.1.4196 B,33,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (33) : l'exemplaire visé serait indéterminé
M0537004505,La 5me Arme : PARC D'AVIATION (titre inscrit),louis-morinet,musée de l'image,D 996.1.4358 B,20,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537007768,TABLEAUX HUMORISTIQUES / à animer à l'aide des doigts (titre inscrit),louis-morinet,musée de l'image,D 996.1.7658 B,5,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (5) : l'exemplaire visé serait indéterminé
M0537004355,PRÉPARATION MILITAIRE Les Eclaireurs de France / 'BOY-SCOUTS' (titre inscrit),louis-morinet,musée de l'image,D 996.1.4203 B,5,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (5) : l'exemplaire visé serait indéterminé
M0537004328,LA MAISON DU PASSEUR / MODESTE DEMEURE / DÉSORMAIS CÉLÈBRE (titre inscrit),louis-morinet,musée de l'image,D 996.1.4176 B,3,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (3) : l'exemplaire visé serait indéterminé
M0537004352,CAMBRIOLAGE MILITAIRE / LES DÉMÉNAGEURS (ASPECT SIMPLE) (titre inscrit),louis-morinet,musée de l'image,D 996.1.4200 B,2,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (2) : l'exemplaire visé serait indéterminé
M0537004501,SON VIEUX BON DIEU EN 5 PERSONNES / A BASCULE ou plutôt à ... BOUSCULE ! ... Ainsi soit-il ! (titre inscrit),louis-morinet,musée de l'image,D 996.1.4354 B,16,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (16) : l'exemplaire visé serait indéterminé
M0537004344,A L'ÉTAT-MAJOR DU GÉNÉRAL JOFFRE (titre inscrit),louis-morinet,musée de l'image,D 996.1.4192 B,13,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (13) : l'exemplaire visé serait indéterminé
M0537004357,LES 'PÉPÈRES' EN PERMISSION (titre inscrit),louis-morinet,musée de l'image,D 996.1.4205 B,8,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537004495,LE CARROUSEL DES PETITS ALLIÉS (titre inscrit),louis-morinet,musée de l'image,D 996.1.4348 B,10,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (10) : l'exemplaire visé serait indéterminé
M0537004349,POUPÉES à HABILLER / - COSTUMES NATIONAUX / LES PLUS CARACTÉRISTIQUES des FEMMES des PAYS ALLIÉS - (titre inscrit),louis-morinet,musée de l'image,D 996.1.4197 B,34,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (34) : l'exemplaire visé serait indéterminé
M0537004494,Notre MERVEILLEUX 75 : La Terreur des Boches (titre inscrit),louis-morinet,musée de l'image,D 996.1.4347 B,9,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (9) : l'exemplaire visé serait indéterminé
M0537004503,VERS LA VICTOIRE / EN AVANT ... EN AVANT !!! (titre inscrit),louis-morinet,musée de l'image,D 996.1.4356 B,18,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (18) : l'exemplaire visé serait indéterminé
M0537004346,BARAQUEMENTS ANGLAIS / A L'ARRIÈRE DU FRONT (titre inscrit),louis-morinet,musée de l'image,D 996.1.4194 B,15,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (15) : l'exemplaire visé serait indéterminé
M0537004506,PRÉPARATION MILITAIRE LES ÉCLAIREURS DE FRANCE / 'BOY-SCOUTS' (titre inscrit),louis-morinet,musée de l'image,D 996.1.4359 B,21,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537017526,LE KRONPRINZ / LE PANTIN / BOCHE (titre inscrit),louis-morinet,musée de l'image,990.1.1056 B ; V / 158,8,refusee,,,,,Wikimedia Commons,le musée conserve 4 notices de ce titre et de ce numéro (8) : l'exemplaire visé serait indéterminé
M0537014975,LES AMÉRICAINS EN FRANCE / UN CAMP D'INSTRUCTION (titre inscrit),louis-morinet,musée de l'image,2002.14.27 B,9,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537004499,UNE AMBULANCE SUR LE FRONT (titre inscrit),louis-morinet,musée de l'image,D 996.1.4352 B,14,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (14) : l'exemplaire visé serait indéterminé
M0537004340,LES GAZ ASPHYXIANTS (titre inscrit),louis-morinet,musée de l'image,D 996.1.4188 B,11,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (11) : l'exemplaire visé serait indéterminé
M0537004356,POILUS RETOUR DES TRANCHÉES (titre inscrit),louis-morinet,musée de l'image,D 996.1.4204 B,6,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537004509,LE BOUQUET NATIONAL / Les Costumes de Melle Lili (titre inscrit),louis-morinet,musée de l'image,D 996.1.4362 B,86,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (86) : l'exemplaire visé serait indéterminé
M0537004507,NOS BRAVES FUSILIERS MARINS en Belgique (titre inscrit),louis-morinet,musée de l'image,D 996.1.4360 B,22,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537016774,INFANTERIE / AMÉRICAINE DANS UN / CAMP D'INSTRUCTION (titre inscrit),louis-morinet,musée de l'image,2005.8.10 B,773,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (773) : l'exemplaire visé serait indéterminé
M0537004411,MES PETITS POUSSINS DEVIENDRONT COQS (titre inscrit),louis-morinet,musée de l'image,D 996.1.4259 B,2100,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (2100) : l'exemplaire visé serait indéterminé
M0537004333,LE  DÉLASSEMENT DES TRANCHÉES / ET LE DIVERTISSEMENT DES PETITS POILUS DES / DEUX SEXES / CARTES & TRANSFORMATIONS / faites pour exécuter un tour de prestidigitation (titre inscrit),louis-morinet,musée de l'image,D 996.1.4181 B,6,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (6) : l'exemplaire visé serait indéterminé
M0537003989,La GARDE du DRAPEAU (titre inscrit),louis-morinet,musée de l'image,D 996.1.3824 B,40,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (40) : l'exemplaire visé serait indéterminé
M0537017525,LES MARIONNETTES / DU PANTIN (titre inscrit),louis-morinet,musée de l'image,990.1.1055 B ; V / 157,7,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (7) : l'exemplaire visé serait indéterminé
M0537004508,TÊTES DE BOCHES (titre inscrit),louis-morinet,musée de l'image,D 996.1.4361 B,23,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (23) : l'exemplaire visé serait indéterminé
M0537004504,L'HÉROIQUE PEUPLE SERBE / défendant pied à pied le sol national. (titre inscrit),louis-morinet,musée de l'image,D 996.1.4357 B,19,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537004327,MESSE CÉLÉBRÉE SUR LE FRONT (titre inscrit),louis-morinet,musée de l'image,D 996.1.4175 B,2,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (2) : l'exemplaire visé serait indéterminé
M0537004497,UNE ATTAQUE A LA BAïONNETTE (titre inscrit),louis-morinet,musée de l'image,D 996.1.4350 B,12,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (12) : l'exemplaire visé serait indéterminé
M0537004345,LA MORT DU CLAIRON (titre inscrit),louis-morinet,musée de l'image,D 996.1.4193 B,14,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537004337,LE KRONPRINZ / LE PANTIN / BOCHE (titre inscrit),louis-morinet,musée de l'image,D 996.1.4185 B,8,refusee,,,,,Wikimedia Commons,le musée conserve 4 notices de ce titre et de ce numéro (8) : l'exemplaire visé serait indéterminé
M0537004398,LA GARDE DU DRAPEAU (titre inscrit),louis-morinet,musée de l'image,D 996.1.4246 B,2039,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537004493,UNE REVUE SUR LE FRONT OÙ LE GÉNÉRAL JOFFRE REMET DES DÉCORATIONS / DEVANT LE PRÉSIDENT DE LA RÉPUBLIQUE ET LE MINISTRE DE LA GUERRE (titre inscrit),louis-morinet,musée de l'image,D 996.1.4346 B,8,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (8) : l'exemplaire visé serait indéterminé
M0537004385,TYPES DIVERS DE GLORIEUX POILUS (titre inscrit),louis-morinet,musée de l'image,D 996.1.4233 B,2035,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537004334,LES MARIONNETTES / DU PANTIN (titre inscrit),louis-morinet,musée de l'image,D 996.1.4182 B,7,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (7) : l'exemplaire visé serait indéterminé
M0537004502,VERS LA VICTOIRE / EN AVANT ... EN AVANT !!! (titre inscrit),louis-morinet,musée de l'image,D 996.1.4355 B,18,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (18) : l'exemplaire visé serait indéterminé
M0537004330,UN CAMP HINDOU (titre inscrit),louis-morinet,musée de l'image,D 996.1.4178 B,4,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (4) : l'exemplaire visé serait indéterminé
M0537004498,NOS POILUS DANS LA FORÊT D'ARGONNE (titre inscrit),louis-morinet,musée de l'image,D 996.1.4351 B,13,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (13) : l'exemplaire visé serait indéterminé
M0537004338,KAMERAD ! (titre inscrit),louis-morinet,musée de l'image,D 996.1.4186 B,9,refusee,,,,,Wikimedia Commons,titre trop court ou trop commun pour être probant
M0537004335,LES MARIONNETTES / DU PANTIN (titre inscrit),louis-morinet,musée de l'image,D 996.1.4183 B,7,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (7) : l'exemplaire visé serait indéterminé
M0537004332,LE  DÉLASSEMENT DES TRANCHÉES / ET LE DIVERTISSEMENT DES PETITS POILUS DES / DEUX SEXES / CARTES & TRANSFORMATIONS / faites pour exécuter un tour de prestidigitation (titre inscrit),louis-morinet,musée de l'image,D 996.1.4180 B,6,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (6) : l'exemplaire visé serait indéterminé
M0537031930,Les 'PEPERES' ... En PERMISSION (titre inscrit),louis-morinet,musée de l'image,2010.5.212 B,152,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (152) : l'exemplaire visé serait indéterminé
M0537004331,TABLEAUX HUMORISTIQUES / à animer à l'aide des doigts (titre inscrit),louis-morinet,musée de l'image,D 996.1.4179 B,5,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (5) : l'exemplaire visé serait indéterminé
M0537029880,APPRENTIS SOLDATS / Les ÉCLAIREURS de FRANCE 'BOY=SCOUTS' (titre inscrit),louis-morinet,musée de l'image,2010.5.117 B,98,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (98) : l'exemplaire visé serait indéterminé
M0537004500,UNE SALLE D'AMBULANCE / DE LA CROIX-ROUGE : (titre inscrit),louis-morinet,musée de l'image,D 996.1.4353 B,15,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (15) : l'exemplaire visé serait indéterminé
M0537004354,CHARGE DE COSAQUES / TERREUR DES BOCHES / ASPECT SIMPLE (titre inscrit),louis-morinet,musée de l'image,D 996.1.4202 B,4,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (4) : l'exemplaire visé serait indéterminé
M0537029854,LA 'NOUBA' MUSIQUE INDIGÈNE DES TIRAILLEURS ALGÉRIENS (titre inscrit),louis-morinet,musée de l'image,2010.5.95 B,83,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (83) : l'exemplaire visé serait indéterminé
M0537004412,GRAINES DE POILUS (titre inscrit),louis-morinet,musée de l'image,D 996.1.4260 B,2101,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (2101) : l'exemplaire visé serait indéterminé
M0537014793,POUPÉES à HABILLER / - COSTUMES DES ALLIÉS de la GRANDE GUERRE -. (titre inscrit),louis-morinet,musée de l'image,2002.1.17 B,33,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (33) : l'exemplaire visé serait indéterminé
M0537004329,LA MAISON DU PASSEUR / MODESTE DEMEURE / DÉSORMAIS CÉLÈBRE (titre inscrit),louis-morinet,musée de l'image,D 996.1.4177 B,3,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (3) : l'exemplaire visé serait indéterminé
M0537038764,AUTOUR D'UN POSTE DE SECOURS / AMÉRICAIN (titre inscrit),louis-morinet,musée de l'image,2010.5.5258 B,774,refusee,,,,,Wikimedia Commons,le musée conserve 6 notices de ce titre et de ce numéro (774) : l'exemplaire visé serait indéterminé
M0537022523,INFANTERIE FRANÇAISE / EN AVANT ! ... CHARGEZ !(titre inscrit),louis-morinet,musée de l'image,2006.16.29 B,150,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (150) : l'exemplaire visé serait indéterminé
M0537038763,INFANTERIE / AMÉRICAINE DANS UN / CAMP D'INSTRUCTION (titre inscrit),louis-morinet,musée de l'image,2010.5.5257 B,773,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (773) : l'exemplaire visé serait indéterminé
M0537031926,INFANTERIE FRANÇAISE EN AVANT ! ... CHARGEZ !(titre inscrit),louis-morinet,musée de l'image,2010.5.208 B,150,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (150) : l'exemplaire visé serait indéterminé
M0537026780,JEU DE MARELLE FRANCO - BRITANNIQUE N° 1709 (titre inscrit),louis-morinet,musée de l'image,990.1.842 B ; VI / 320,30,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (30) : l'exemplaire visé serait indéterminé
M0537029853,LA 'NOUBA' MUSIQUE INDIGÈNE DES TIRAILLEURS ALGÉRIENS (titre inscrit),louis-morinet,musée de l'image,2010.5.94 B,83,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (83) : l'exemplaire visé serait indéterminé
M0537029813,LA GARDE DU DRAPEAU (titre inscrit),louis-morinet,musée de l'image,2010.5.57 B,40,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (40) : l'exemplaire visé serait indéterminé
M0537022593,AUTOUR D'UN POSTE DE SECOURS / AMÉRICAIN (titre inscrit),louis-morinet,musée de l'image,2006.16.98 B,774,refusee,,,,,Wikimedia Commons,le musée conserve 6 notices de ce titre et de ce numéro (774) : l'exemplaire visé serait indéterminé
M0537028318,LE LOTO NATIONAL / 1914 - DANS LA GRANDE GUERRE - 1918 / DE GRANDS CHEFS FRANCAIS (titre inscrit),louis-morinet,musée de l'image,990.1.864 C ; IV JB / 15,1718,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (1718) : l'exemplaire visé serait indéterminé
M0537029879,APPRENTIS SOLDATS / Les ÉCLAIREURS de FRANCE 'BOY=SCOUTS' (titre inscrit),louis-morinet,musée de l'image,2010.5.116 B,98,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (98) : l'exemplaire visé serait indéterminé
M0537038755,ARRIVÉE DES AMÉRICAINS / EN FRANCE / HYMNE NATIONAL & ARMÉS / DES ÉTATS-UNIS (titre inscrit),louis-morinet,musée de l'image,2010.5.5254 B,769,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (769) : l'exemplaire visé serait indéterminé
M0537031667,"MES PETITS POUSSINS DEVIENDRONT COQS (titre inscrit, fr.)",louis-morinet,musée de l'image,2010.5.5539 B,2100,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (2100) : l'exemplaire visé serait indéterminé
M0537026421,"- GUERRE DE 1914 - CONTINGENTS HINDOUS / qui ont pris part, dans les Corps Anglais, aux combats du Nord (titre inscrit)",louis-morinet,musée de l'image,2008.21.314 B,599,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (599) : l'exemplaire visé serait indéterminé
M0537039154,LE  DÉLASSEMENT DES TRANCHÉES / ET LE DIVERTISSEMENT DES PETITS POILUS DES / DEUX SEXES / CARTES À TRANSFORMATIONS / faites pour exécuter un tour de prestidigitation (titre inscrit),louis-morinet,musée de l'image,2010.5.5456 B,6,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039195,LA MAISON DU PASSEUR (titre inscrit),louis-morinet,musée de l'image,2010.5.5496 B,28,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537031932,La RELÈVE ou POILUS Retour des TRANCHÉES (titre inscrit),louis-morinet,musée de l'image,2010.5.213 B,153,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (153) : l'exemplaire visé serait indéterminé
M0537039196,MA CANTINE / DRAPEAUX & / TENUES DE GUERRE / DE SIX DES / NATIONS ALLIÉES (titre inscrit),louis-morinet,musée de l'image,2010.5.5497 B,80,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (80) : l'exemplaire visé serait indéterminé
M0537032145,INFANTERIE FRANÇAISE / SE PROTÉGEANT CONTRE GAZ SUFFOCANTS ET ASPHYXIANTS (titre inscrit),louis-morinet,musée de l'image,2010.5.310 B,214,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (214) : l'exemplaire visé serait indéterminé
M0537039082,INFANTERIE / AMÉRICAINE DANS UN / CAMP D'INSTRUCTION (titre inscrit),louis-morinet,musée de l'image,2010.5.917 B,773,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (773) : l'exemplaire visé serait indéterminé
M0537039169,POUPÉES à HABILLER / - COSTUMES NATIONAUX / LES PLUS CARACTÉRISTIQUES des FEMMES des PAYS ALLIÉS - (titre inscrit),louis-morinet,musée de l'image,2010.5.5471 B,34,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (34) : l'exemplaire visé serait indéterminé
M0537039168,POUPÉES à HABILLER / - COSTUMES DES ALLIÉS de la GRANDE GUERRE - (titre inscrit),louis-morinet,musée de l'image,2010.5.5470 B,33,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (33) : l'exemplaire visé serait indéterminé
M0537039177,L'OISEAU DE PROIE ! (titre inscrit),louis-morinet,musée de l'image,2010.5.5479 B,2,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039173,CHARGE DE COSAQUES / TERREUR DES BOCHES / ASPECT SIMPLE (titre inscrit),louis-morinet,musée de l'image,2010.5.5475 B,4,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (4) : l'exemplaire visé serait indéterminé
M0537039179,LE DOMINO / DES ALLIÉS (titre inscrit),louis-morinet,musée de l'image,2010.5.5481 B,4,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (4) : l'exemplaire visé serait indéterminé
M0537039083,AUTOUR D'UN POSTE DE SECOURS / AMÉRICAIN (titre inscrit),louis-morinet,musée de l'image,2010.5.918 B,774,refusee,,,,,Wikimedia Commons,le musée conserve 6 notices de ce titre et de ce numéro (774) : l'exemplaire visé serait indéterminé
M0537039197,LE BOUQUET NATIONAL / Les Costumes de Melle Lili (titre inscrit),louis-morinet,musée de l'image,2010.5.5498 B,86,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (86) : l'exemplaire visé serait indéterminé
M0537039188,NOS POILUS DANS LA FORÊT D'ARGONNE (titre inscrit),louis-morinet,musée de l'image,2010.5.5489 B,13,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (13) : l'exemplaire visé serait indéterminé
M0537039185,Notre MERVEILLEUX 75 : La Terreur des Boches (titre inscrit),louis-morinet,musée de l'image,2010.5.5486 B,9,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (9) : l'exemplaire visé serait indéterminé
M0537039149,MESSE CÉLÉBRÉE SUR LE FRONT (titre inscrit),louis-morinet,musée de l'image,2010.5.5452 B,2,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (2) : l'exemplaire visé serait indéterminé
